genome	99%ANI	95%ANI
MAGs.SHCeC16.Bin110	480_1	480
MAGs.PD14d_CeC_3.Bin18	481_1	481
MAGs.WFHCeC24L.Bin50	481_2	481
MAGs.WFHCeC21L.Bin112	481_3	481
MAGs.JSCeC2.Bin82	482_1	482
MAGs.JSCeC5.Bin14	482_1	482
MAGs.HNCeC13.Bin57	482_2	482
MAGs.HNCeC4.Bin1	482_3	482
MAGs.HNCeC8.Bin43	482_4	482
MAGs.SDQCeC1R.Bin61	482_5	482
MAGs.WHYCeC4R.Bin56	482_6	482
MAGs.WFHCeC12L.Bin54	482_7	482
MAGs.WFHCeC25L.Bin86	482_8	482
MAGs.SDCeC1.Bin37	482_9	482
MAGs.WNFCeC4L.Bin16	482_10	482
MAGs.WFHCeC23L.Bin110	483_0	483
MAGs.FJCeC1.Bin69	484_0	484
MAGs.SDCeC5.Bin40	485_0	485
MAGs.FJCeC5.Bin141	486_0	486
MAGs.SDCeC5.Bin55	487_0	487
MAGs.CeC192.Bin70	488_0	488
MAGs.HNCeC14.Bin4	489_0	489
MAGs.PD14d_CeC_6.Bin3	490_1	490
MAGs.PD14d_CeC_8.Bin29	490_1	490
MAGs.MD14d_CeC_4.Bin4	491_1	491
MAGs.MD14d_CeC_7.Bin17	491_1	491
MAGs.HNCeC11.Bin27	492_1	492
MAGs.HNCeC16.Bin75	492_2	492
MAGs.MD70dCeC1.Bin29	493_1	493
MAGs.MD70dCeC3.Bin15	493_1	493
MAGs.MD70dCeC5.Bin4	493_1	493
MAGs.MD70dCeC6.Bin13	493_1	493
MAGs.MD70d_CeC1.Bin3	493_1	493
MAGs.MD70d_CeC3.Bin5	493_1	493
MAGs.MD70d_CeC5.Bin10	493_1	493
MAGs.MD70d_CeC7.Bin10	493_1	493
MAGs.ANCeC4.Bin83	493_2	493
MAGs.MD70dCeC4.Bin19	494_1	494
MAGs.MD70d_CeC4.Bin27	494_1	494
MAGs.MD70d_CeC8.Bin25	494_1	494
MAGs.SHCeC27.Bin65	494_2	494
MAGs.PD42d_CeC1.Bin45	495_1	495
MAGs.WFHCeC12L.Bin33	495_2	495
MAGs.SDQCeC10L.Bin13	495_3	495
MAGs.MD14d_CeC_1.Bin35	496_1	496
MAGs.MD14d_CeC_2.Bin47	496_1	496
MAGs.MD14d_CeC_4.Bin20	496_1	496
MAGs.MD14d_CeC_5.Bin8	496_1	496
MAGs.MD14d_CeC_8.Bin1	496_1	496
MAGs.WNFCeC3L.Bin30	497_0	497
MAGs.WNCeC1L.Bin48	498_0	498
MAGs.FJCeC4.Bin90	499_0	499
MAGs.MD70d_CeC2.Bin27	500_1	500
MAGs.MD70d_CeC6.Bin19	500_2	500
MAGs.MD70dCeC2.Bin29	500_3	500
MAGs.MD14d_CeC_2.Bin48	500_4	500
MAGs.MD14d_CeC_5.Bin14	500_4	500
MAGs.PD14d_CeC_3.Bin24	500_4	500
MAGs.PD14d_CeC_4.Bin1	500_4	500
MAGs.PD14d_CeC_5.Bin9	500_4	500
MAGs.PD14d_CeC_6.Bin20	500_4	500
MAGs.PD14d_CeC_8.Bin10	500_4	500
MAGs.PD14d_CeC_2.Bin28	500_5	500
MAGs.CeC198.Bin15	500_6	500
MAGs.MD70d_CeC5.Bin71	501_0	501
MAGs.ANCeC1.Bin50	502_1	502
MAGs.SHCeC15.Bin46	502_1	502
MAGs.JSCeC4.Bin39	502_2	502
MAGs.SDCeC1.Bin58	502_2	502
MAGs.SDCeC3.Bin39	502_2	502
MAGs.JSCeC3.Bin35	502_3	502
MAGs.JSCeC6.Bin41	502_4	502
MAGs.CeC6.Bin13	502_5	502
MAGs.CeC1.Bin10	502_6	502
MAGs.CeC192.Bin24	502_6	502
MAGs.ANCeC2.Bin93	502_7	502
MAGs.ANCeC3.Bin73	502_7	502
MAGs.ANCeC4.Bin41	502_7	502
MAGs.SHCeC1.Bin61	502_7	502
MAGs.SHCeC12.Bin77	502_7	502
MAGs.SHCeC17.Bin21	502_7	502
MAGs.SHCeC18.Bin74	502_7	502
MAGs.SHCeC24.Bin25	502_7	502
MAGs.SHCeC28.Bin30	502_7	502
MAGs.ANCeC5.Bin64	502_8	502
MAGs.ANCeC6.Bin88	502_9	502
MAGs.SHCeC26.Bin101	502_10	502
MAGs.WFHCeC16L.Bin57	502_11	502
MAGs.CeC200.Bin16	502_12	502
MAGs.PD70dCeC1.Bin47	503_1	503
MAGs.PD70d_CeC1.Bin31	503_1	503
MAGs.PD70d_CeC5.Bin38	503_1	503
MAGs.SDCeC5.Bin68	503_1	503
MAGs.SXCeC3.Bin7	503_1	503
MAGs.SXCeC6.Bin58	503_2	503
MAGs.JSCeC2.Bin64	503_3	503
MAGs.JSCeC5.Bin97	503_3	503
MAGs.SDCeC2.Bin70	503_4	503
MAGs.GZCeC-10.Bin48	503_5	503
MAGs.SHCeC24.Bin86	504_0	504
MAGs.CeC161.Bin31	505_0	505
MAGs.SHCeC18.Bin36	506_1	506
MAGs.SHCeC27.Bin12	506_2	506
MAGs.SHCeC12.Bin25	506_3	506
MAGs.SHCeC28.Bin60	506_4	506
MAGs.SHCeC24.Bin74	506_5	506
MAGs.WFHCeC24L.Bin7	506_6	506
MAGs.MD14d_CeC_7.Bin76	506_7	506
MAGs.JSCeC1.Bin64	507_0	507
MAGs.SHCeC26.Bin11	508_0	508
MAGs.ANCeC2.Bin14	509_1	509
MAGs.ANCeC6.Bin28	509_1	509
MAGs.MD70dCeC4.Bin7	510_0	510
MAGs.FJCeC3.Bin87	511_1	511
MAGs.WFHCeC22L.Bin53	511_2	511
MAGs.JSCeC2.Bin125	512_1	512
MAGs.JSCeC5.Bin67	512_1	512
MAGs.ANCeC6.Bin26	512_2	512
MAGs.JSCeC4.Bin67	513_0	513
MAGs.ANCeC1.Bin4	514_1	514
MAGs.ANCeC4.Bin94	514_1	514
MAGs.SHCeC27.Bin6	514_1	514
MAGs.CeC105.Bin9	515_1	515
MAGs.SXCeC5.Bin16	515_2	515
MAGs.CeC1.Bin32	515_3	515
MAGs.CeC35.Bin21	515_3	515
MAGs.ANCeC2.Bin29	515_4	515
MAGs.ANCeC3.Bin83	515_4	515
MAGs.ANCeC6.Bin131	515_4	515
MAGs.ANCeC7.Bin146	515_4	515
MAGs.SHCeC1.Bin36	515_4	515
MAGs.SHCeC12.Bin6	515_4	515
MAGs.SHCeC27.Bin10	515_4	515
MAGs.HNCeC11.Bin50	515_5	515
MAGs.SHCeC26.Bin95	515_6	515
MAGs.JSCeC3.Bin141	515_7	515
MAGs.SHCeC7.Bin68	515_8	515
MAGs.SXCeC1.Bin71	515_9	515
MAGs.SHCeC15.Bin19	515_10	515
MAGs.WFHCeC24L.Bin112	516_0	516
MAGs.FJCeC1.Bin118	517_1	517
MAGs.FJCeC3.Bin127	517_2	517
MAGs.HNCeC10.Bin29	518_0	518
MAGs.HNCeC8.Bin51	519_0	519
MAGs.SDQCeC4L.Bin42	520_1	520
MAGs.SHCeC17.Bin71	520_1	520
MAGs.SHCeC24.Bin71	520_1	520
MAGs.PD70dCeC3.Bin24	521_1	521
MAGs.PD70dCeC4.Bin39	521_1	521
MAGs.PD70d_CeC3.Bin66	521_1	521
MAGs.PD70d_CeC7.Bin82	521_1	521
MAGs.SHCeC16.Bin4	521_1	521
MAGs.SHCeC16.Bin28	522_1	522
MAGs.SHCeC27.Bin132	522_1	522
MAGs.ANCeC2.Bin82	522_2	522
MAGs.ANCeC3.Bin93	522_2	522
MAGs.PD70dCeC1.Bin14	523_1	523
MAGs.PD70dCeC6.Bin31	523_1	523
MAGs.PD70d_CeC1.Bin59	523_1	523
MAGs.PD70d_CeC4.Bin31	523_1	523
MAGs.PD70d_CeC5.Bin77	523_1	523
MAGs.PD70d_CeC8.Bin22	523_1	523
MAGs.HNCeC10.Bin17	524_0	524
MAGs.SDQCoC5.Bin16	525_1	525
MAGs.SDQILC5.Bin34	525_1	525
MAGs.WHYCeC2R.Bin72	526_1	526
MAGs.WHYCeC6R.Bin41	526_1	526
MAGs.WHYCoC3.Bin83	526_1	526
MAGs.HNCeC4.Bin46	527_1	527
MAGs.WHYCeC3L.Bin19	527_2	527
MAGs.WFHCeC6L.Bin100	527_3	527
MAGs.HNCeC12.Bin56	527_4	527
MAGs.HNCeC5.Bin36	527_5	527
MAGs.WHYCeC4L.Bin26	527_6	527
MAGs.WHYCeC1L.Bin63	528_1	528
MAGs.WHYCeC1R.Bin77	528_1	528
MAGs.HBCeC2.Bin28	528_2	528
MAGs.HBCeC3.Bin26	528_2	528
MAGs.SDCeC1.Bin61	528_2	528
MAGs.SXCeC4.Bin75	528_2	528
MAGs.WHYCeC3L.Bin59	528_3	528
MAGs.WHYCeC3R.Bin60	528_3	528
MAGs.HNCeC11.Bin12	528_4	528
MAGs.HNCeC14.Bin14	528_5	528
MAGs.WFHCeC13L.Bin65	529_1	529
MAGs.WFHCeC22L.Bin82	529_2	529
MAGs.HEBCeC-15.Bin34	530_1	530
MAGs.HEBCeC-17.Bin17	530_1	530
MAGs.JSCeC1.Bin42	530_1	530
MAGs.JSCeC2.Bin97	530_1	530
MAGs.JSCeC3.Bin109	530_1	530
MAGs.JSCeC5.Bin52	530_1	530
MAGs.SDCeC4.Bin34	530_1	530
MAGs.SXCeC1.Bin39	530_1	530
MAGs.SXCeC3.Bin29	530_1	530
MAGs.CeC192.Bin72	531_1	531
MAGs.CeC198.Bin6	531_1	531
MAGs.ANCeC5.Bin74	531_2	531
MAGs.SHCeC15.Bin78	531_2	531
MAGs.WFHCeC11L.Bin99	531_3	531
MAGs.FJCeC5.Bin79	531_4	531
MAGs.WHYCeC2L.Bin37	532_1	532
MAGs.WHYCeC2R.Bin20	532_1	532
MAGs.WFHCeC1L.Bin62	532_2	532
MAGs.WFHCeC25L.Bin118	532_3	532
MAGs.ANCeC4.Bin96	533_0	533
MAGs.HNCeC6.Bin7	534_0	534
MAGs.WHYCeC5L.Bin49	535_0	535
MAGs.CeC1.Bin11	536_1	536
MAGs.CeC161.Bin7	536_1	536
MAGs.CeC6.Bin11	536_1	536
MAGs.CeC61.Bin12	536_1	536
MAGs.CeC67.Bin45	536_1	536
MAGs.CeC51.Bin9	536_2	536
MAGs.WFHCeC16L.Bin108	536_3	536
MAGs.HEBCeC-18.Bin52	537_1	537
MAGs.HEBCeC-21.Bin33	537_1	537
MAGs.HEBCeC-25.Bin5	537_1	537
MAGs.FJCeC1.Bin54	537_2	537
MAGs.FJCeC2.Bin92	537_3	537
MAGs.WNCeC2L.Bin25	537_4	537
MAGs.ANCeC7.Bin11	537_5	537
MAGs.WFHCeC21L.Bin34	537_6	537
MAGs.HNCeC15.Bin12	537_7	537
MAGs.CeC38.Bin2	537_8	537
MAGs.SDQCeC1R.Bin22	537_9	537
MAGs.WFHCeC3L.Bin69	537_10	537
MAGs.SSCeC-1.Bin73	537_11	537
MAGs.CeC105.Bin17	537_12	537
MAGs.CeC149.Bin30	537_12	537
MAGs.CeC200.Bin31	537_12	537
MAGs.SHCeC27.Bin37	537_13	537
MAGs.WNFCeC4L.Bin10	537_14	537
MAGs.GZCeC-26.Bin17	537_15	537
MAGs.ANCeC2.Bin30	537_16	537
MAGs.FJCeC5.Bin116	537_17	537
MAGs.FJCeC3.Bin36	538_0	538
MAGs.ANCeC2.Bin12	539_1	539
MAGs.ANCeC3.Bin78	539_1	539
MAGs.ANCeC4.Bin66	539_1	539
MAGs.ANCeC5.Bin65	539_1	539
MAGs.ANCeC6.Bin43	539_1	539
MAGs.ANCeC7.Bin47	539_1	539
MAGs.SHCeC1.Bin55	539_1	539
MAGs.SHCeC12.Bin116	539_1	539
MAGs.SHCeC16.Bin63	539_1	539
MAGs.SHCeC24.Bin12	539_1	539
MAGs.SHCeC26.Bin22	539_1	539
MAGs.SHCeC27.Bin44	539_1	539
MAGs.SHCeC28.Bin31	539_1	539
MAGs.SHCeC4.Bin43	539_1	539
MAGs.FJCeC3.Bin31	540_1	540
MAGs.WFHCeC24L.Bin115	540_1	540
MAGs.SSCeC-2.Bin54	540_2	540
MAGs.CeC192.Bin41	541_0	541
MAGs.ANCeC1.Bin27	542_1	542
MAGs.ANCeC4.Bin107	542_1	542
MAGs.HBCeC4.Bin66	542_1	542
MAGs.HBCeC6.Bin31	542_1	542
MAGs.JSCeC1.Bin48	542_1	542
MAGs.JSCeC2.Bin93	542_1	542
MAGs.JSCeC3.Bin115	542_1	542
MAGs.JSCeC4.Bin64	542_1	542
MAGs.JSCeC6.Bin17	542_1	542
MAGs.SHCeC15.Bin5	542_1	542
MAGs.SHCeC27.Bin40	542_1	542
MAGs.SXCeC2.Bin75	542_1	542
MAGs.SXCeC3.Bin12	542_1	542
MAGs.SXCeC4.Bin26	542_1	542
MAGs.SXCeC5.Bin35	542_1	542
MAGs.SXCeC6.Bin91	542_1	542
MAGs.CeC38.Bin21	543_1	543
MAGs.CeC67.Bin29	543_1	543
MAGs.CeC200.Bin2	543_2	543
MAGs.HNCeC6.Bin93	544_0	544
MAGs.FJCeC2.Bin42	545_1	545
MAGs.SDQCeC9R.Bin98	545_1	545
MAGs.SSCeC-1.Bin9	545_1	545
MAGs.WHYCeC2L.Bin19	545_2	545
MAGs.WHYCeC2R.Bin40	545_2	545
MAGs.WHYCeC4L.Bin15	545_2	545
MAGs.WHYCeC1L.Bin44	545_3	545
MAGs.WHYCeC1R.Bin8	545_3	545
MAGs.WHYCeC7L.Bin87	545_4	545
MAGs.WHYCoC7.Bin18	545_4	545
MAGs.SDQCeC5L.Bin7	545_5	545
MAGs.CeC186.Bin18	545_6	545
MAGs.HNCeC16.Bin30	545_7	545
MAGs.JSCeC4.Bin54	545_8	545
MAGs.WFHCeC14L.Bin111	546_0	546
MAGs.HNCeC11.Bin21	547_1	547
MAGs.SDCeC1.Bin62	547_1	547
MAGs.SDCeC2.Bin74	547_1	547
MAGs.SDCeC3.Bin25	547_1	547
MAGs.SDCeC5.Bin70	547_1	547
MAGs.SDQCeC3L.Bin25	547_1	547
MAGs.SDQCeC8L.Bin44	547_1	547
MAGs.SDQCeC8R.Bin54	547_1	547
MAGs.SHCeC17.Bin90	547_1	547
MAGs.SHCeC18.Bin46	547_1	547
MAGs.SHCeC26.Bin52	547_1	547
MAGs.SSCeC-6.Bin25	547_1	547
MAGs.SXCeC3.Bin21	547_1	547
MAGs.SXCeC4.Bin60	547_1	547
MAGs.SSCeC-8.Bin14	547_2	547
MAGs.WFHCeC6L.Bin93	547_3	547
MAGs.WFHCeC22L.Bin105	548_1	548
MAGs.WFHCeC25L.Bin101	548_2	548
MAGs.ANCeC5.Bin54	548_3	548
MAGs.ANCeC7.Bin52	548_3	548
MAGs.WNFCeC1L.Bin8	548_3	548
MAGs.WNCeC1L.Bin33	548_4	548
MAGs.FJCeC3.Bin12	549_1	549
MAGs.FJCeC5.Bin16	549_2	549
MAGs.WNFCeC4L.Bin30	549_3	549
MAGs.SDQCeC9L.Bin55	549_4	549
MAGs.FJCeC1.Bin103	550_1	550
MAGs.HBCeC2.Bin30	550_1	550
MAGs.HBCeC3.Bin24	550_1	550
MAGs.JSCeC2.Bin80	550_1	550
MAGs.SHCeC24.Bin104	550_1	550
MAGs.WFHCeC13L.Bin100	550_1	550
MAGs.WFHCeC24L.Bin97	550_1	550
MAGs.WNCeC2L.Bin14	550_1	550
MAGs.WNFCeC3L.Bin29	550_1	550
MAGs.JSCeC2.Bin30	551_1	551
MAGs.SDCeC2.Bin59	551_1	551
MAGs.SXCeC2.Bin39	551_1	551
MAGs.SXCeC5.Bin91	551_1	551
MAGs.FJCeC3.Bin117	552_0	552
MAGs.MD70dCeC1.Bin45	553_1	553
MAGs.MD70dCeC2.Bin28	553_1	553
MAGs.MD70dCeC3.Bin21	553_1	553
MAGs.MD70dCeC4.Bin36	553_1	553
MAGs.MD70dCeC5.Bin52	553_1	553
MAGs.MD70dCeC6.Bin10	553_1	553
MAGs.MD70dCoC3.Bin9	553_1	553
MAGs.MD70dCoC4.Bin8	553_1	553
MAGs.MD70dCoC7.Bin11	553_1	553
MAGs.MD70d_CeC1.Bin12	553_1	553
MAGs.MD70d_CeC2.Bin37	553_1	553
MAGs.MD70d_CeC3.Bin19	553_1	553
MAGs.MD70d_CeC4.Bin37	553_1	553
MAGs.MD70d_CeC5.Bin12	553_1	553
MAGs.MD70d_CeC6.Bin17	553_1	553
MAGs.MD70d_CeC7.Bin11	553_1	553
MAGs.MD70d_CeC8.Bin18	553_1	553
MAGs.PD70dCeC1.Bin73	553_1	553
MAGs.PD70dCeC2.Bin14	553_1	553
MAGs.PD70dCeC3.Bin72	553_1	553
MAGs.PD70dCeC4.Bin26	553_1	553
MAGs.PD70dCeC5.Bin60	553_1	553
MAGs.PD70dCeC6.Bin52	553_1	553
MAGs.PD70d_CeC1.Bin28	553_1	553
MAGs.PD70d_CeC2.Bin32	553_1	553
MAGs.PD70d_CeC3.Bin19	553_1	553
MAGs.PD70d_CeC4.Bin5	553_1	553
MAGs.PD70d_CeC5.Bin57	553_1	553
MAGs.PD70d_CeC6.Bin69	553_1	553
MAGs.PD70d_CeC7.Bin58	553_1	553
MAGs.PD70d_CeC8.Bin2	553_1	553
MAGs.HEBCeC-18.Bin71	554_0	554
MAGs.FJCeC3.Bin38	555_1	555
MAGs.WFHCeC21L.Bin98	555_2	555
MAGs.ANCeC4.Bin58	556_0	556
MAGs.PD70dCeC2.Bin68	557_1	557
MAGs.PD70dCeC3.Bin20	557_1	557
MAGs.PD70dCeC4.Bin77	557_1	557
MAGs.PD70dCeC5.Bin32	557_1	557
MAGs.PD70d_CeC3.Bin47	557_1	557
MAGs.PD70d_CeC7.Bin51	557_1	557
MAGs.JSCeC1.Bin13	558_1	558
MAGs.JSCeC2.Bin86	558_1	558
MAGs.JSCeC5.Bin45	558_1	558
MAGs.JSCeC6.Bin32	558_1	558
MAGs.WFHCeC14L.Bin17	559_0	559
MAGs.SXCeC4.Bin90	560_0	560
MAGs.ANCeC4.Bin101	561_0	561
MAGs.HNCeC11.Bin59	562_0	562
MAGs.WFHCeC16L.Bin31	563_1	563
MAGs.WFHCeC24L.Bin95	563_1	563
MAGs.FJCeC1.Bin67	564_0	564
MAGs.WFHCeC2L.Bin4	565_0	565
MAGs.WHYCeC3R.Bin103	566_0	566
MAGs.PD70dCeC1.Bin93	567_1	567
MAGs.PD70d_CeC1.Bin7	567_1	567
MAGs.PD70d_CeC5.Bin5	567_1	567
MAGs.JSCeC4.Bin2	567_2	567
MAGs.HNCeC14.Bin23	568_0	568
MAGs.MD14d_CeC_3.Bin4	569_1	569
MAGs.MD14d_CeC_8.Bin28	569_1	569
MAGs.PD70dCeC6.Bin66	570_1	570
MAGs.PD70d_CeC4.Bin15	570_1	570
MAGs.PD70d_CeC8.Bin33	570_1	570
MAGs.WFHCeC12L.Bin25	570_1	570
MAGs.MD14d_CeC_1.Bin42	571_1	571
MAGs.MD14d_CeC_6.Bin33	571_1	571
MAGs.PD14d_CeC_1.Bin12	571_1	571
MAGs.PD14d_CeC_6.Bin25	571_1	571
MAGs.PD14d_CeC_7.Bin12	571_1	571
MAGs.PD14d_CeC_8.Bin1	571_1	571
MAGs.GZCeC-30.Bin1	571_2	571
MAGs.ANCeC2.Bin62	572_1	572
MAGs.ANCeC7.Bin133	572_1	572
MAGs.WFHCeC16L.Bin119	573_0	573
MAGs.SHCeC27.Bin13	574_0	574
MAGs.MD70dCeC1.Bin37	575_1	575
MAGs.MD70dCeC5.Bin24	575_1	575
MAGs.MD70d_CeC2.Bin15	575_1	575
MAGs.MD70d_CeC5.Bin21	575_1	575
MAGs.MD70d_CeC6.Bin29	575_1	575
MAGs.MD70dCeC4.Bin10	575_2	575
MAGs.MD70d_CeC4.Bin2	575_2	575
MAGs.MD70d_CeC8.Bin44	575_2	575
MAGs.PD70dCeC1.Bin34	576_1	576
MAGs.PD70d_CeC1.Bin78	576_1	576
MAGs.PD70d_CeC5.Bin44	576_1	576
MAGs.PD42d_CeC2.Bin26	577_0	577
MAGs.MD14d_CeC_2.Bin40	578_1	578
MAGs.MD14d_CeC_5.Bin47	578_1	578
MAGs.FJCeC1.Bin41	578_2	578
MAGs.SSCeC-10.Bin11	578_3	578
MAGs.HNCeC11.Bin13	578_4	578
MAGs.MD14d_CeC_4.Bin64	579_1	579
MAGs.MD14d_CeC_7.Bin68	579_1	579
MAGs.PD14d_CeC_5.Bin8	579_1	579
MAGs.PD70dCeC2.Bin37	579_2	579
MAGs.PD70dCeC3.Bin66	579_2	579
MAGs.PD70dCeC4.Bin20	579_2	579
MAGs.PD70dCeC5.Bin37	579_2	579
MAGs.PD70dCeC6.Bin2	579_2	579
MAGs.PD70d_CeC2.Bin45	579_2	579
MAGs.PD70d_CeC3.Bin22	579_2	579
MAGs.PD70d_CeC4.Bin28	579_2	579
MAGs.PD70d_CeC6.Bin37	579_2	579
MAGs.PD70d_CeC7.Bin37	579_2	579
MAGs.PD70d_CeC8.Bin18	579_2	579
MAGs.MD70d_CeC1.Bin31	579_3	579
MAGs.MD70d_CeC5.Bin14	579_3	579
MAGs.PD42d_CeC2.Bin29	579_3	579
MAGs.PD42d_CeC5.Bin28	579_3	579
MAGs.PD42d_CeC6.Bin25	579_3	579
MAGs.PD70dCeC1.Bin68	579_3	579
MAGs.PD70dCoC5.Bin23	579_3	579
MAGs.PD70d_CeC1.Bin65	579_3	579
MAGs.PD70d_CeC5.Bin34	579_3	579
MAGs.FJCeC6.Bin57	579_4	579
MAGs.WFHCeC21L.Bin58	579_5	579
MAGs.WHYCeC3R.Bin49	579_6	579
MAGs.FJCeC4.Bin114	579_7	579
MAGs.WFHCeC2L.Bin65	579_8	579
MAGs.WFHCeC13L.Bin6	579_9	579
MAGs.SHCeC27.Bin128	579_10	579
MAGs.WFHCeC25L.Bin123	579_11	579
MAGs.HNCeC4.Bin33	579_12	579
MAGs.WNFCeC4L.Bin9	579_13	579
MAGs.CeC192.Bin78	580_0	580
MAGs.WHYCeC7R.Bin50	581_0	581
MAGs.WFHCeC12L.Bin101	582_0	582
MAGs.WFHCeC23L.Bin31	583_0	583
MAGs.SDQCeC9L.Bin60	584_1	584
MAGs.WNCeC1L.Bin42	584_2	584
MAGs.SHCeC24.Bin155	585_0	585
MAGs.WFHCeC14L.Bin113	586_0	586
MAGs.WHYCoC7.Bin46	587_0	587
MAGs.PD7d_CeC_2.Bin1	588_1	588
MAGs.PD7d_CeC_7.Bin14	588_1	588
MAGs.HEBCeC-25.Bin71	589_0	589
MAGs.SXCeC4.Bin85	590_0	590
MAGs.MD14d_CeC_4.Bin17	591_1	591
MAGs.MD14d_CeC_7.Bin3	591_1	591
MAGs.MD42d_CeC1.Bin14	591_1	591
MAGs.MD42d_CeC7.Bin3	591_1	591
MAGs.PD42d_CeC2.Bin35	591_1	591
MAGs.MD42d_CeC3.Bin2	592_1	592
MAGs.PD14d_CeC_5.Bin2	592_1	592
MAGs.ANCeC7.Bin15	592_2	592
MAGs.SDQCeC9L.Bin86	593_1	593
MAGs.WHYCeC7R.Bin6	593_2	593
MAGs.WFHCeC11L.Bin58	593_3	593
MAGs.HEBCeC-15.Bin11	594_0	594
MAGs.SHCeC16.Bin30	595_0	595
MAGs.PD70dCeC2.Bin35	596_1	596
MAGs.PD70dCeC3.Bin13	596_1	596
MAGs.PD70dCeC4.Bin52	596_1	596
MAGs.PD70dCeC5.Bin5	596_1	596
MAGs.PD70d_CeC3.Bin35	596_1	596
MAGs.PD70d_CeC6.Bin16	596_1	596
MAGs.PD70d_CeC7.Bin63	596_1	596
MAGs.SHCeC26.Bin6	596_2	596
MAGs.SHCeC4.Bin66	596_2	596
MAGs.HNCeC11.Bin19	596_3	596
MAGs.HNCeC18.Bin20	596_4	596
MAGs.HNCeC15.Bin53	596_5	596
MAGs.WFHCeC23L.Bin102	596_6	596
MAGs.WFHCeC24L.Bin54	596_7	596
MAGs.SSCeC-10.Bin86	596_8	596
MAGs.SSCeC-9.Bin51	596_8	596
MAGs.SDQCeC1L.Bin106	596_9	596
MAGs.SDQCeC1R.Bin2	596_10	596
MAGs.SHCeC17.Bin14	596_11	596
MAGs.SDCeC5.Bin27	597_1	597
MAGs.SXCeC2.Bin15	597_1	597
MAGs.CeC164.Bin12	598_1	598
MAGs.CeC166.Bin19	598_1	598
MAGs.PD70dCeC1.Bin9	599_1	599
MAGs.PD70dCeC6.Bin20	599_1	599
MAGs.PD70dCoC1.Bin8	599_1	599
MAGs.PD70dCoC5.Bin26	599_1	599
MAGs.PD70d_CeC1.Bin14	599_1	599
MAGs.PD70d_CeC4.Bin53	599_1	599
MAGs.PD70d_CeC5.Bin62	599_1	599
MAGs.PD70d_CeC8.Bin34	599_1	599
MAGs.HEBCeC-7.Bin25	599_2	599
MAGs.WHYCeC2R.Bin108	600_0	600
MAGs.WFHCeC14L.Bin50	601_1	601
MAGs.WFHCeC24L.Bin48	601_2	601
MAGs.CeC67.Bin40	601_3	601
MAGs.JSCeC1.Bin61	602_1	602
MAGs.JSCeC2.Bin35	602_1	602
MAGs.JSCeC4.Bin15	602_1	602
MAGs.JSCeC5.Bin66	602_1	602
MAGs.SDCeC1.Bin16	602_1	602
MAGs.SDCeC4.Bin22	602_1	602
MAGs.SDCeC5.Bin74	602_1	602
MAGs.SDCeC6.Bin23	602_1	602
MAGs.SXCeC2.Bin21	602_1	602
MAGs.SXCeC3.Bin40	602_1	602
MAGs.SXCeC4.Bin102	602_1	602
MAGs.SXCeC5.Bin83	602_1	602
MAGs.SXCeC6.Bin48	602_1	602
MAGs.JSCeC3.Bin50	602_2	602
MAGs.JSCeC6.Bin76	602_3	602
MAGs.FJCeC4.Bin5	602_4	602
MAGs.FJCeC6.Bin97	602_5	602
MAGs.SDQCeC9R.Bin35	602_6	602
MAGs.WHYCeC1R.Bin32	602_7	602
MAGs.SDQCeC9L.Bin18	602_8	602
MAGs.FJCeC3.Bin84	602_9	602
MAGs.WFHCeC22L.Bin48	602_10	602
MAGs.WFHCeC25L.Bin117	602_11	602
MAGs.WFHCeC21L.Bin62	602_12	602
MAGs.FJCeC5.Bin45	602_13	602
MAGs.SSCeC-10.Bin32	602_14	602
MAGs.SDQCeC4R.Bin5	602_15	602
MAGs.WHYCeC3L.Bin68	602_16	602
MAGs.WFHCeC2L.Bin62	602_17	602
MAGs.WFHCeC16L.Bin161	602_18	602
MAGs.PD70d_CeC1.Bin48	602_19	602
MAGs.PD70d_CeC5.Bin31	602_19	602
MAGs.PD70dCeC1.Bin6	602_20	602
MAGs.PD70dCeC6.Bin26	602_21	602
MAGs.PD70d_CeC4.Bin62	602_21	602
MAGs.PD70d_CeC8.Bin11	602_21	602
MAGs.PD70d_CeC3.Bin49	602_22	602
MAGs.PD70d_CeC7.Bin25	602_22	602
MAGs.PD14d_CeC_6.Bin18	602_23	602
MAGs.SHCeC17.Bin61	602_24	602
MAGs.ANCeC7.Bin29	603_0	603
MAGs.PD14d_CeC_8.Bin30	604_0	604
MAGs.PD70dCeC3.Bin38	605_1	605
MAGs.PD70dCeC4.Bin22	605_1	605
MAGs.PD70d_CeC3.Bin63	605_1	605
MAGs.SHCeC18.Bin73	606_1	606
MAGs.SHCeC24.Bin147	606_1	606
MAGs.PD42d_CeC7.Bin49	606_2	606
MAGs.PD70dCeC2.Bin71	606_2	606
MAGs.PD70dCeC5.Bin64	606_2	606
MAGs.PD70dCeC6.Bin75	606_2	606
MAGs.PD70d_CeC2.Bin46	606_2	606
MAGs.PD70d_CeC4.Bin54	606_2	606
MAGs.PD70d_CeC6.Bin77	606_2	606
MAGs.PD70d_CeC8.Bin50	606_2	606
MAGs.PD42d_CeC2.Bin17	606_3	606
MAGs.PD42d_CeC4.Bin29	606_3	606
MAGs.PD42d_CeC6.Bin40	606_3	606
MAGs.PD70dCeC1.Bin77	606_3	606
