id	genes	cazyfamily	phylum
HNCeC17.Bin66	10	6	Firmicutes
HNCeC17.Bin67	22	15	Actinobacteriota
HNCeC17.Bin70	61	32	Firmicutes
HNCeC17.Bin71	50	23	Firmicutes
HNCeC17.Bin72	119	54	Firmicutes
HNCeC17.Bin79	36	19	Bacteroidota
HNCeC17.Bin81	55	22	Firmicutes
HNCeC17.Bin84	74	38	Firmicutes
HNCeC18.Bin102	17	13	Firmicutes
HNCeC18.Bin103	29	16	Actinobacteriota
HNCeC18.Bin106	85	42	Firmicutes
HNCeC18.Bin13	153	46	Firmicutes
HNCeC18.Bin16	58	33	Firmicutes
HNCeC18.Bin20	45	24	Firmicutes
HNCeC18.Bin21	7	6	Methanobacteriota
HNCeC18.Bin22	62	45	Firmicutes
HNCeC18.Bin23	106	45	Firmicutes
HNCeC18.Bin29	11	8	Firmicutes
HNCeC18.Bin33	39	25	Firmicutes
HNCeC18.Bin36	86	33	Firmicutes
HNCeC18.Bin40	116	54	Bacteroidota
HNCeC18.Bin43	45	26	Firmicutes
HNCeC18.Bin44	75	34	Firmicutes
HNCeC18.Bin46	16	9	Firmicutes
HNCeC18.Bin55	37	24	Firmicutes
HNCeC18.Bin56	76	42	Firmicutes
HNCeC18.Bin57	39	22	Bacteroidota
HNCeC18.Bin58	135	55	Bacteroidota
HNCeC18.Bin60	190	79	Bacteroidota
HNCeC18.Bin66	55	31	Firmicutes
HNCeC18.Bin71	51	29	Firmicutes
HNCeC18.Bin78	76	38	Firmicutes
HNCeC18.Bin83	113	43	Firmicutes
HNCeC18.Bin9	29	12	Firmicutes
HNCeC18.Bin90	127	66	Firmicutes
HNCeC18.Bin91	84	45	Bacteroidota
HNCeC18.Bin93	135	56	Firmicutes
HNCeC4.Bin1	146	61	Firmicutes
HNCeC4.Bin11	113	50	Bacteroidota
HNCeC4.Bin14	134	56	Bacteroidota
HNCeC4.Bin18	179	49	Firmicutes
HNCeC4.Bin20	109	53	Bacteroidota
HNCeC4.Bin21	97	35	Firmicutes
HNCeC4.Bin23	107	51	Firmicutes
HNCeC4.Bin31	51	28	Firmicutes
HNCeC4.Bin33	111	48	Firmicutes
HNCeC4.Bin35	193	71	Bacteroidota
HNCeC4.Bin39	56	35	Firmicutes
HNCeC4.Bin43	102	41	Firmicutes
HNCeC4.Bin45	181	71	Bacteroidota
HNCeC4.Bin46	55	28	Desulfobacterota
HNCeC4.Bin59	102	39	Bacteroidota
HNCeC4.Bin60	34	23	Firmicutes
HNCeC4.Bin61	26	16	Firmicutes
HNCeC4.Bin62	37	21	Firmicutes
HNCeC4.Bin68	74	42	Firmicutes
HNCeC4.Bin69	98	46	Bacteroidota
HNCeC4.Bin71	178	72	Bacteroidota
HNCeC4.Bin82	59	36	Firmicutes
HNCeC4.Bin84	126	59	Bacteroidota
HNCeC4.Bin89	85	42	Bacteroidota
HNCeC4.Bin98	64	29	Actinobacteriota
HNCeC5.Bin13	106	42	Firmicutes
HNCeC5.Bin18	202	76	Bacteroidota
HNCeC5.Bin20	27	17	Proteobacteria
HNCeC5.Bin21	53	29	Bacteroidota
HNCeC5.Bin22	66	35	Firmicutes
HNCeC5.Bin24	127	58	Bacteroidota
HNCeC5.Bin26	72	39	Firmicutes
HNCeC5.Bin30	37	19	Desulfobacterota
HNCeC5.Bin32	24	17	Firmicutes
HNCeC5.Bin34	20	17	Firmicutes
HNCeC5.Bin36	43	23	Desulfobacterota
HNCeC5.Bin41	112	50	Bacteroidota
HNCeC5.Bin42	100	47	Bacteroidota
HNCeC5.Bin43	139	62	Bacteroidota
HNCeC5.Bin47	175	73	Bacteroidota
HNCeC5.Bin49	148	60	Bacteroidota
HNCeC5.Bin5	51	21	Firmicutes
HNCeC5.Bin51	48	24	Deferribacterota
HNCeC5.Bin52	167	75	Bacteroidota
HNCeC5.Bin53	100	52	Bacteroidota
HNCeC5.Bin57	74	43	Firmicutes
HNCeC5.Bin59	36	23	Bacteroidota
HNCeC5.Bin6	90	44	Firmicutes
HNCeC5.Bin64	252	91	Bacteroidota
HNCeC5.Bin65	153	60	Bacteroidota
HNCeC5.Bin70	125	61	Bacteroidota
HNCeC5.Bin71	144	63	Bacteroidota
HNCeC5.Bin75	117	56	Bacteroidota
HNCeC5.Bin80	148	62	Bacteroidota
HNCeC5.Bin82	152	54	Firmicutes
HNCeC5.Bin83	153	46	Firmicutes
HNCeC5.Bin85	61	28	Firmicutes
HNCeC5.Bin87	35	14	Firmicutes
HNCeC5.Bin9	220	87	Bacteroidota
HNCeC5.Bin92	94	46	Bacteroidota
HNCeC6.Bin1	90	42	Firmicutes
HNCeC6.Bin101	97	48	Bacteroidota
HNCeC6.Bin102	44	27	Firmicutes
HNCeC6.Bin104	79	49	Bacteroidota
HNCeC6.Bin110	161	45	Firmicutes
HNCeC6.Bin111	61	34	Firmicutes
HNCeC6.Bin12	56	29	Spirochaetota
HNCeC6.Bin13	26	16	Proteobacteria
HNCeC6.Bin15	50	25	Firmicutes
HNCeC6.Bin26	115	54	Bacteroidota
HNCeC6.Bin28	28	21	Bacteroidota
HNCeC6.Bin3	44	24	Bacteroidota
HNCeC6.Bin31	126	62	Bacteroidota
HNCeC6.Bin35	99	42	Bacteroidota
HNCeC6.Bin36	118	51	Bacteroidota
HNCeC6.Bin37	122	43	Firmicutes
HNCeC6.Bin38	21	15	Firmicutes
HNCeC6.Bin39	226	80	Bacteroidota
HNCeC6.Bin40	22	14	Patescibacteria
HNCeC6.Bin45	126	51	Firmicutes
HNCeC6.Bin46	65	36	Bacteroidota
HNCeC6.Bin47	45	23	Spirochaetota
HNCeC6.Bin48	162	59	Bacteroidota
HNCeC6.Bin49	143	65	Bacteroidota
HNCeC6.Bin50	31	18	Firmicutes
HNCeC6.Bin52	53	32	Firmicutes
HNCeC6.Bin57	9	6	Methanobacteriota
HNCeC6.Bin66	203	82	Bacteroidota
HNCeC6.Bin7	80	28	Desulfobacterota
HNCeC6.Bin73	67	31	Bacteroidota
HNCeC6.Bin77	55	25	Bacteroidota
HNCeC6.Bin82	124	56	Bacteroidota
HNCeC6.Bin83	63	35	Bacteroidota
HNCeC6.Bin86	19	12	Proteobacteria
HNCeC6.Bin9	76	42	Bacteroidota
HNCeC6.Bin91	163	72	Bacteroidota
HNCeC6.Bin93	46	25	Desulfobacterota
HNCeC6.Bin94	123	54	Bacteroidota
HNCeC6.Bin98	107	40	Bacteroidota
HNCeC6.Bin99	149	67	Bacteroidota
HNCeC7.Bin10	98	47	Bacteroidota
HNCeC7.Bin101	114	56	Firmicutes
HNCeC7.Bin106	127	53	Bacteroidota
HNCeC7.Bin108	155	59	Firmicutes
HNCeC7.Bin17	18	11	Firmicutes
HNCeC7.Bin20	115	48	Firmicutes
HNCeC7.Bin25	57	23	Bacteroidota
HNCeC7.Bin28	114	49	Firmicutes
HNCeC7.Bin33	56	36	Bacteroidota
HNCeC7.Bin36	146	55	Firmicutes
HNCeC7.Bin47	98	41	Firmicutes
HNCeC7.Bin64	112	48	Firmicutes
HNCeC7.Bin66	61	33	Firmicutes
HNCeC7.Bin69	60	35	Firmicutes
HNCeC7.Bin70	20	12	Firmicutes
HNCeC7.Bin71	77	38	Firmicutes
HNCeC7.Bin76	138	45	Firmicutes
HNCeC7.Bin79	43	24	Firmicutes
HNCeC7.Bin8	37	19	Firmicutes
HNCeC7.Bin80	68	38	Firmicutes
HNCeC7.Bin82	19	10	Firmicutes
HNCeC7.Bin83	23	12	Actinobacteriota
HNCeC7.Bin88	77	23	Firmicutes
HNCeC7.Bin89	112	43	Firmicutes
HNCeC7.Bin92	60	31	Firmicutes
HNCeC7.Bin96	39	26	Firmicutes
HNCeC7.Bin98	81	37	Firmicutes
HNCeC8.Bin11	108	40	Firmicutes
HNCeC8.Bin16	44	23	Proteobacteria
HNCeC8.Bin25	28	15	Firmicutes
HNCeC8.Bin37	78	32	Actinobacteriota
HNCeC8.Bin42	77	33	Firmicutes
HNCeC8.Bin43	117	52	Firmicutes
HNCeC8.Bin48	89	45	Firmicutes
HNCeC8.Bin49	25	17	Actinobacteriota
HNCeC8.Bin51	56	31	Firmicutes
HNCeC8.Bin54	46	32	Firmicutes
HNCeC8.Bin61	29	18	Deferribacterota
HNCeC8.Bin63	113	54	Bacteroidota
HNCeC8.Bin65	112	54	Bacteroidota
HNCeC8.Bin68	59	32	Firmicutes
HNCeC8.Bin69	45	33	Firmicutes
HNCeC8.Bin70	99	50	Bacteroidota
HNCeC8.Bin77	11	8	Firmicutes
HNCeC8.Bin8	50	29	Firmicutes
HNCeC8.Bin85	29	22	Fusobacteriota
HNCeC8.Bin91	20	13	Firmicutes
HNCeC8.Bin93	43	29	Firmicutes
HNCeC8.Bin96	148	60	Bacteroidota
JSCeC1.Bin1	22	16	Firmicutes
JSCeC1.Bin12	75	50	Firmicutes
JSCeC1.Bin13	66	30	Firmicutes
JSCeC1.Bin15	253	91	Bacteroidota
JSCeC1.Bin20	118	51	Firmicutes
JSCeC1.Bin21	94	43	Firmicutes
JSCeC1.Bin30	38	22	Proteobacteria
JSCeC1.Bin35	95	52	Firmicutes
JSCeC1.Bin38	7	4	Firmicutes
JSCeC1.Bin40	38	25	Firmicutes
JSCeC1.Bin41	17	13	Proteobacteria
JSCeC1.Bin44	68	31	Firmicutes
JSCeC1.Bin49	79	26	Firmicutes
JSCeC1.Bin52	38	21	Firmicutes
JSCeC1.Bin53	269	97	Bacteroidota
JSCeC1.Bin55	46	31	Proteobacteria
JSCeC1.Bin61	45	25	Firmicutes
JSCeC1.Bin64	179	67	Firmicutes
JSCeC1.Bin67	183	53	Firmicutes
JSCeC1.Bin71	86	48	Firmicutes
JSCeC1.Bin72	139	52	Firmicutes
JSCeC1.Bin9	69	39	Firmicutes
JSCeC2.Bin10	21	14	Firmicutes
JSCeC2.Bin111	22	16	Firmicutes
JSCeC2.Bin115	150	57	Firmicutes
JSCeC2.Bin117	55	26	Proteobacteria
JSCeC2.Bin12	27	19	Firmicutes
JSCeC2.Bin124	52	31	Firmicutes
JSCeC2.Bin125	80	41	Firmicutes
JSCeC2.Bin127	162	68	Bacteroidota
JSCeC2.Bin128	77	33	Firmicutes
JSCeC2.Bin129	105	43	Firmicutes
JSCeC2.Bin132	42	23	Cyanobacteria
JSCeC2.Bin134	24	16	Desulfobacterota
JSCeC2.Bin135	76	43	Bacteroidota
JSCeC2.Bin136	58	33	Actinobacteriota
JSCeC2.Bin138	411	101	Verrucomicrobiota
JSCeC2.Bin18	35	24	Firmicutes
JSCeC2.Bin2	12	9	Firmicutes
JSCeC2.Bin20	93	45	Firmicutes
JSCeC2.Bin24	233	86	Bacteroidota
JSCeC2.Bin3	41	25	Proteobacteria
JSCeC2.Bin30	38	23	Firmicutes
JSCeC2.Bin34	112	59	Bacteroidota
JSCeC2.Bin42	74	44	Firmicutes
JSCeC2.Bin46	162	75	Bacteroidota
JSCeC2.Bin47	16	13	Firmicutes
JSCeC2.Bin48	202	80	Bacteroidota
JSCeC2.Bin5	183	62	Firmicutes
JSCeC2.Bin51	74	32	Firmicutes
JSCeC2.Bin56	103	43	Firmicutes
JSCeC2.Bin58	99	34	Firmicutes
JSCeC2.Bin59	76	45	Firmicutes
JSCeC2.Bin60	50	30	Firmicutes
JSCeC2.Bin61	54	35	Firmicutes
JSCeC2.Bin65	88	50	Bacteroidota
JSCeC2.Bin67	318	92	Verrucomicrobiota
JSCeC2.Bin72	97	45	Verrucomicrobiota
JSCeC2.Bin77	22	17	Proteobacteria
JSCeC2.Bin8	83	33	Firmicutes
JSCeC2.Bin80	73	30	Desulfobacterota
JSCeC2.Bin82	134	57	Firmicutes
JSCeC2.Bin84	53	26	Firmicutes
JSCeC2.Bin85	110	48	Firmicutes
JSCeC2.Bin86	40	21	Firmicutes
JSCeC2.Bin88	27	18	Proteobacteria
JSCeC2.Bin91	186	78	Bacteroidota
JSCeC2.Bin92	128	54	Firmicutes
JSCeC2.Bin96	115	52	Firmicutes
JSCeC3.Bin1	45	28	Spirochaetota
JSCeC3.Bin107	62	38	Firmicutes
JSCeC3.Bin109	51	24	Desulfobacterota
JSCeC3.Bin110	39	19	Actinobacteriota
JSCeC3.Bin114	49	28	Proteobacteria
JSCeC3.Bin116	29	19	Proteobacteria
JSCeC3.Bin117	58	27	Firmicutes
JSCeC3.Bin118	74	42	Firmicutes
JSCeC3.Bin120	113	50	Verrucomicrobiota
JSCeC3.Bin122	17	11	Firmicutes
JSCeC3.Bin124	28	13	Actinobacteriota
JSCeC3.Bin132	201	83	Firmicutes
JSCeC3.Bin137	82	32	Firmicutes
JSCeC3.Bin140	46	32	Firmicutes
JSCeC3.Bin141	72	41	Firmicutes
JSCeC3.Bin145	72	40	Firmicutes
JSCeC3.Bin28	31	22	Firmicutes
JSCeC3.Bin30	12	7	Firmicutes
JSCeC3.Bin35	53	29	Firmicutes
JSCeC3.Bin36	208	79	Bacteroidota
JSCeC3.Bin37	20	8	Thermoplasmatota
JSCeC3.Bin48	165	60	Firmicutes
JSCeC3.Bin5	199	79	Bacteroidota
JSCeC3.Bin50	46	26	Firmicutes
JSCeC3.Bin52	191	65	Bacteroidota
JSCeC3.Bin62	24	12	Thermoplasmatota
JSCeC3.Bin64	44	30	Firmicutes
JSCeC3.Bin69	64	38	Proteobacteria
JSCeC3.Bin74	171	78	Bacteroidota
JSCeC3.Bin75	94	37	Firmicutes
JSCeC3.Bin8	60	34	Firmicutes
JSCeC3.Bin82	190	66	Firmicutes
JSCeC3.Bin84	177	74	Firmicutes
JSCeC3.Bin91	28	16	Firmicutes
JSCeC3.Bin96	48	27	Firmicutes
JSCeC4.Bin100	52	33	Firmicutes
JSCeC4.Bin103	59	36	Firmicutes
JSCeC4.Bin105	184	61	Firmicutes
JSCeC4.Bin106	20	16	Firmicutes
JSCeC4.Bin16	37	20	Firmicutes
JSCeC4.Bin2	69	36	Firmicutes
JSCeC4.Bin32	49	26	Firmicutes
JSCeC4.Bin34	71	35	Actinobacteriota
JSCeC4.Bin35	166	70	Bacteroidota
JSCeC4.Bin38	270	93	Bacteroidota
JSCeC4.Bin39	51	27	Firmicutes
JSCeC4.Bin4	217	76	Bacteroidota
JSCeC4.Bin40	41	29	Firmicutes
JSCeC4.Bin42	162	62	Bacteroidota
JSCeC4.Bin43	152	63	Bacteroidota
JSCeC4.Bin47	9	7	Firmicutes
JSCeC4.Bin5	164	75	Firmicutes
JSCeC4.Bin51	62	30	Firmicutes
JSCeC4.Bin54	64	29	Desulfobacterota
JSCeC4.Bin58	21	16	Firmicutes
JSCeC4.Bin67	65	41	Firmicutes
JSCeC4.Bin69	186	56	Firmicutes
JSCeC4.Bin70	74	37	Spirochaetota
JSCeC4.Bin71	165	70	Bacteroidota
JSCeC4.Bin74	69	33	Cyanobacteria
JSCeC4.Bin75	86	48	Firmicutes
JSCeC4.Bin77	65	31	Proteobacteria
JSCeC4.Bin79	50	29	Firmicutes
JSCeC4.Bin8	175	71	Bacteroidota
JSCeC4.Bin83	69	25	Firmicutes
JSCeC4.Bin87	124	51	Firmicutes
JSCeC4.Bin89	31	16	Firmicutes
JSCeC4.Bin9	159	63	Bacteroidota
JSCeC4.Bin93	16	15	Campylobacterota
JSCeC4.Bin94	37	26	Firmicutes
JSCeC4.Bin95	46	20	Firmicutes
JSCeC4.Bin97	244	88	Bacteroidota
JSCeC5.Bin105	86	41	Firmicutes
JSCeC5.Bin14	134	54	Firmicutes
JSCeC5.Bin18	100	49	Bacteroidota
JSCeC5.Bin2	70	32	Firmicutes
JSCeC5.Bin33	340	114	Bacteroidota
JSCeC5.Bin44	63	33	Cyanobacteria
JSCeC5.Bin45	49	22	Firmicutes
JSCeC5.Bin47	109	47	Firmicutes
JSCeC5.Bin49	107	43	Firmicutes
JSCeC5.Bin50	63	32	Firmicutes
JSCeC5.Bin53	91	46	Bacteroidota
JSCeC5.Bin57	89	49	Firmicutes
JSCeC5.Bin58	43	31	Firmicutes
JSCeC5.Bin59	68	40	Firmicutes
JSCeC5.Bin6	44	28	Actinobacteriota
JSCeC5.Bin60	60	37	Firmicutes
JSCeC5.Bin61	55	28	Firmicutes
JSCeC5.Bin70	51	29	Cyanobacteria
JSCeC5.Bin78	113	52	Firmicutes
JSCeC5.Bin83	11	9	Firmicutes
JSCeC5.Bin97	44	24	Firmicutes
JSCeC6.Bin11	51	30	Firmicutes
JSCeC6.Bin16	30	24	Firmicutes
JSCeC6.Bin30	28	14	Actinobacteriota
JSCeC6.Bin32	53	23	Firmicutes
JSCeC6.Bin4	19	16	Firmicutes
JSCeC6.Bin40	59	37	Proteobacteria
JSCeC6.Bin41	46	28	Firmicutes
JSCeC6.Bin45	85	41	Firmicutes
JSCeC6.Bin47	32	20	Firmicutes
JSCeC6.Bin49	34	26	Spirochaetota
JSCeC6.Bin52	94	48	Firmicutes
JSCeC6.Bin53	40	26	Cyanobacteria
JSCeC6.Bin54	51	29	Synergistota
JSCeC6.Bin56	32	23	Firmicutes
JSCeC6.Bin6	25	17	Proteobacteria
JSCeC6.Bin60	74	41	Firmicutes
JSCeC6.Bin61	96	33	Firmicutes
JSCeC6.Bin62	167	70	Bacteroidota
JSCeC6.Bin76	95	33	Firmicutes
JSCeC6.Bin78	203	75	Bacteroidota
JSCeC6.Bin8	33	25	Firmicutes
JSCeC6.Bin80	42	23	Cyanobacteria
JSCeC6.Bin81	64	32	Fusobacteriota
JSCeC6.Bin83	168	68	Bacteroidota
JSCeC6.Bin9	71	46	Firmicutes
MD14d_CeC_3.Bin19	343	96	Firmicutes
MD14d_CeC_3.Bin2	169	62	Firmicutes
MD14d_CeC_3.Bin21	70	30	Firmicutes
MD14d_CeC_3.Bin22	215	84	Firmicutes
MD14d_CeC_3.Bin27	487	116	Bacteroidota
MD14d_CeC_3.Bin29	30	18	Firmicutes
MD14d_CeC_3.Bin6	69	33	Firmicutes
MD14d_CeC_4.Bin10	100	45	Firmicutes
MD14d_CeC_4.Bin11	25	17	Firmicutes
MD14d_CeC_4.Bin12	101	48	Firmicutes
MD14d_CeC_4.Bin20	68	32	Firmicutes
MD14d_CeC_4.Bin31	58	28	Firmicutes
MD14d_CeC_4.Bin39	146	52	Firmicutes
MD14d_CeC_4.Bin4	71	31	Firmicutes
MD14d_CeC_4.Bin44	31	20	Firmicutes
MD14d_CeC_4.Bin49	138	54	Firmicutes
MD14d_CeC_4.Bin54	189	65	Firmicutes
MD14d_CeC_4.Bin56	60	38	Firmicutes
MD14d_CeC_4.Bin6	153	52	Firmicutes
MD14d_CeC_4.Bin63	129	41	Firmicutes
MD14d_CeC_7.Bin11	139	57	Firmicutes
MD14d_CeC_7.Bin13	95	45	Firmicutes
MD14d_CeC_7.Bin14	47	27	Firmicutes
MD14d_CeC_7.Bin16	125	52	Firmicutes
MD14d_CeC_7.Bin18	149	56	Firmicutes
MD14d_CeC_7.Bin2	45	24	Firmicutes
MD14d_CeC_7.Bin20	168	65	Firmicutes
MD14d_CeC_7.Bin24	52	29	Firmicutes
MD14d_CeC_7.Bin28	108	37	Firmicutes
MD14d_CeC_7.Bin29	132	50	Firmicutes
MD14d_CeC_7.Bin31	136	62	Firmicutes
MD14d_CeC_7.Bin32	107	50	Firmicutes
MD14d_CeC_7.Bin34	210	77	Firmicutes
MD14d_CeC_7.Bin39	142	47	Firmicutes
MD14d_CeC_7.Bin43	488	123	Bacteroidota
MD14d_CeC_7.Bin45	154	70	Firmicutes
MD14d_CeC_7.Bin53	65	37	Firmicutes
MD14d_CeC_7.Bin56	135	39	Firmicutes
MD14d_CeC_7.Bin68	87	44	Firmicutes
MD14d_CeC_7.Bin69	115	41	Firmicutes
MD14d_CeC_7.Bin7	25	16	Actinobacteriota
MD14d_CeC_7.Bin73	65	28	Firmicutes
MD14d_CeC_7.Bin74	46	25	Firmicutes
MD14d_CeC_7.Bin76	73	43	Firmicutes
MD14d_CeC_7.Bin78	63	38	Firmicutes
MD14d_CeC_7.Bin9	158	47	Firmicutes
MD14d_CeC_8.Bin1	38	29	Firmicutes
MD14d_CeC_8.Bin13	315	82	Firmicutes
MD14d_CeC_8.Bin14	85	45	Firmicutes
MD14d_CeC_8.Bin16	74	29	Firmicutes
MD14d_CeC_8.Bin25	81	31	Firmicutes
MD14d_CeC_8.Bin26	98	42	Firmicutes
MD14d_CeC_8.Bin28	74	41	Firmicutes
MD14d_CeC_8.Bin3	173	59	Firmicutes
MD14d_CeC_8.Bin31	29	20	Firmicutes
MD14d_CeC_8.Bin35	68	29	Firmicutes
MD14d_CeC_8.Bin4	97	32	Firmicutes
MD14d_CeC_8.Bin8	78	28	Firmicutes
MD3d_CeC_3.Bin1	98	47	Proteobacteria
MD3d_CeC_3.Bin2	115	53	Proteobacteria
MD3d_CeC_4.Bin6	187	67	Proteobacteria
MD3d_CeC_4.Bin7	103	53	Proteobacteria
MD3d_CeC_5.Bin1	125	53	Proteobacteria
MD3d_CeC_5.Bin2	124	55	Proteobacteria
MD3d_CeC_5.Bin4	109	55	Proteobacteria
MD3d_CeC_6.Bin2	81	46	Proteobacteria
MD42d_CeC1.Bin14	74	38	Firmicutes
MD42d_CeC1.Bin2	51	27	Firmicutes
MD42d_CeC1.Bin21	38	16	Firmicutes
MD42d_CeC1.Bin23	24	16	Proteobacteria
MD42d_CeC1.Bin25	88	46	Firmicutes
MD42d_CeC1.Bin27	59	34	Firmicutes
MD42d_CeC1.Bin3	92	42	Firmicutes
MD42d_CeC1.Bin7	148	51	Firmicutes
MD42d_CeC2.Bin13	53	35	Firmicutes
MD42d_CeC2.Bin17	74	39	Firmicutes
MD42d_CeC2.Bin18	24	15	Firmicutes
MD42d_CeC2.Bin22	68	28	Cyanobacteria
MD42d_CeC2.Bin3	12	8	Firmicutes
MD42d_CeC2.Bin4	6	4	Firmicutes
MD42d_CeC2.Bin5	93	42	Firmicutes
MD42d_CeC2.Bin8	117	40	Firmicutes
MD42d_CeC2.Bin9	18	11	Firmicutes
MD42d_CeC3.Bin14	93	49	Proteobacteria
MD42d_CeC3.Bin2	67	32	Firmicutes
MD42d_CeC3.Bin28	33	18	Firmicutes
MD42d_CeC3.Bin30	72	30	Cyanobacteria
MD42d_CeC3.Bin32	35	22	Firmicutes
MD42d_CeC3.Bin34	53	30	Firmicutes
MD42d_CeC3.Bin37	116	52	Firmicutes
MD42d_CeC3.Bin39	101	51	Firmicutes
MD42d_CeC3.Bin5	64	32	Firmicutes
MD42d_CeC3.Bin6	99	48	Firmicutes
MD42d_CeC3.Bin7	79	32	Firmicutes
MD42d_CeC4.Bin10	45	25	Cyanobacteria
MD42d_CeC4.Bin13	133	48	Firmicutes
MD42d_CeC4.Bin16	71	33	Firmicutes
MD42d_CeC4.Bin17	52	24	Campylobacterota
MD42d_CeC4.Bin20	9	7	Firmicutes
MD42d_CeC4.Bin22	17	10	Firmicutes
MD42d_CeC4.Bin25	79	30	Cyanobacteria
MD42d_CeC4.Bin3	80	40	Firmicutes
MD42d_CeC4.Bin6	56	31	Fusobacteriota
MD42d_CeC4.Bin8	130	45	Firmicutes
MD42d_CeC5.Bin19	51	27	Firmicutes
MD42d_CeC5.Bin20	56	31	Firmicutes
MD42d_CeC5.Bin22	46	28	Firmicutes
MD42d_CeC5.Bin5	125	49	Verrucomicrobiota
MD42d_CeC5.Bin7	52	32	Firmicutes
MD42d_CeC6.Bin17	124	45	Firmicutes
MD42d_CeC6.Bin27	59	37	Firmicutes
MD42d_CeC6.Bin33	69	27	Firmicutes
MD42d_CeC6.Bin34	52	31	Firmicutes
MD42d_CeC6.Bin37	18	15	Firmicutes
MD42d_CeC6.Bin38	63	27	Firmicutes
MD42d_CeC6.Bin4	124	41	Firmicutes
MD42d_CeC6.Bin6	64	36	Firmicutes
MD42d_CeC6.Bin8	44	30	Firmicutes
MD42d_CeC7.Bin1	50	27	Firmicutes
MD42d_CeC7.Bin18	36	20	Proteobacteria
MD42d_CeC7.Bin24	43	26	Firmicutes
MD42d_CeC7.Bin28	56	29	Firmicutes
MD42d_CeC7.Bin3	48	28	Firmicutes
MD42d_CeC7.Bin36	108	53	Firmicutes
MD42d_CeC7.Bin6	42	25	Firmicutes
MD42d_CeC7.Bin7	102	50	Firmicutes
MD42d_CeC8.Bin15	60	37	Firmicutes
MD42d_CeC8.Bin16	100	38	Firmicutes
MD42d_CeC8.Bin25	95	39	Cyanobacteria
MD42d_CeC8.Bin26	10	8	Firmicutes
MD42d_CeC8.Bin27	612	127	Bacteroidota
MD42d_CeC8.Bin31	134	48	Firmicutes
MD70d_CeC1.Bin1	16	10	Firmicutes
MD70d_CeC1.Bin11	109	45	Firmicutes
MD70d_CeC1.Bin31	38	21	Firmicutes
MD70d_CeC1.Bin32	69	31	Cyanobacteria
MD70d_CeC1.Bin48	34	19	Firmicutes
MD70d_CeC1.Bin49	111	59	Firmicutes
MD70d_CeC1.Bin50	85	31	Firmicutes
MD70d_CeC1.Bin9	21	12	Proteobacteria
MD70d_CeC2.Bin1	205	76	Bacteroidota
MD70d_CeC2.Bin15	66	35	Firmicutes
MD70d_CeC2.Bin17	89	34	Firmicutes
MD70d_CeC2.Bin18	36	16	Firmicutes
MD70d_CeC2.Bin24	41	23	Firmicutes
MD70d_CeC2.Bin27	70	31	Firmicutes
MD70d_CeC2.Bin28	153	47	Firmicutes
MD70d_CeC2.Bin31	57	33	Firmicutes
MD70d_CeC2.Bin32	157	54	Firmicutes
MD70d_CeC2.Bin35	63	33	Firmicutes
MD70d_CeC2.Bin36	109	51	Firmicutes
MD70d_CeC2.Bin7	338	107	Bacteroidota
MD70d_CeC2.Bin9	30	19	Firmicutes
MD70d_CeC3.Bin11	48	25	Firmicutes
MD70d_CeC3.Bin12	59	30	Firmicutes
MD70d_CeC3.Bin19	72	33	Cyanobacteria
MD70d_CeC4.Bin14	72	34	Firmicutes
MD70d_CeC4.Bin34	267	96	Bacteroidota
MD70d_CeC4.Bin36	69	40	Firmicutes
MD70d_CeC4.Bin37	51	26	Desulfobacterota
MD70d_CeC4.Bin41	100	51	Firmicutes
MD70d_CeC4.Bin43	32	18	Firmicutes
MD70d_CeC4.Bin44	33	18	Proteobacteria
MD70d_CeC5.Bin10	28	20	Firmicutes
MD70d_CeC5.Bin13	45	22	Firmicutes
MD70d_CeC5.Bin14	72	40	Firmicutes
MD70d_CeC5.Bin17	90	30	Firmicutes
MD70d_CeC5.Bin19	174	58	Firmicutes
MD70d_CeC5.Bin2	54	33	Firmicutes
MD70d_CeC5.Bin23	63	25	Cyanobacteria
MD70d_CeC5.Bin24	39	26	Firmicutes
MD70d_CeC5.Bin29	77	38	Firmicutes
MD70d_CeC5.Bin32	105	44	Firmicutes
MD70d_CeC5.Bin35	82	43	Firmicutes
MD70d_CeC5.Bin36	29	19	Firmicutes
MD70d_CeC5.Bin4	53	31	Firmicutes
MD70d_CeC5.Bin47	436	106	Bacteroidota
MD70d_CeC5.Bin56	96	43	Firmicutes
MD70d_CeC5.Bin6	134	57	Firmicutes
MD70d_CeC5.Bin67	88	30	Firmicutes
MD70d_CeC5.Bin68	53	26	Firmicutes
MD70d_CeC5.Bin71	42	25	Firmicutes
MD70d_CeC5.Bin73	170	74	Bacteroidota
MD70d_CeC6.Bin14	54	28	Bacteroidota
MD70d_CeC6.Bin16	82	44	Firmicutes
MD70d_CeC6.Bin19	56	28	Firmicutes
MD70d_CeC6.Bin29	54	29	Firmicutes
MD70d_CeC7.Bin11	57	30	Firmicutes
MD70d_CeC7.Bin18	74	37	Firmicutes
MD70d_CeC7.Bin2	123	45	Firmicutes
MD70d_CeC7.Bin21	36	23	Firmicutes
MD70d_CeC7.Bin26	46	32	Firmicutes
MD70d_CeC8.Bin10	175	61	Firmicutes
MD70d_CeC8.Bin18	85	37	Desulfobacterota
MD70d_CeC8.Bin19	78	35	Firmicutes
